,,,OMIE - Mercado de electricidad,Fecha Emisión :05/03/2024 - 13:55,Unnamed: 2,06/03/2024,Precios y volúmenes del mercado diario,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Fecha,Hora,Precio marginal en el sistema español (EUR/MWh),Precio marginal en el sistema portugués (EUR/MWh),Energía total de compra sistema español (MWh),Energía total de venta sistema español (MWh),Energía total de compra sistema portugués (MWh),Energía total de venta sistema portugués (MWh),Energía total de compra del mercado Ibérico (MWh),Energía total de venta del mercado Ibérico (MWh),Energía total con bilaterales del mercado Ibérico (MWh),
28/12/2023,4,"    76,20","    76,20","  10182,2","   8094,3","   4995,9","   3661,8","  15178,1","  11756,1","  24674,9",
28/12/2023,5,"    75,18","    75,18","  10166,5","   8044,0","   4962,7","   3663,2","  15129,2","  11707,2","  24606,4",
28/12/2023,6,"    76,46","    76,46","  10371,6","   7979,6","   4696,1","   3666,1","  15067,7","  11645,7","  24655,3",
28/12/2023,7,"    90,78","    90,78","  11422,8","   7877,1","   4780,0","   4949,7","  16202,8","  12826,8","  26326,4",
28/12/2023,8,"   101,11","   101,11","  13950,6","   8796,7","   5134,8","   6912,7","  19085,4","  15709,4","  30014,9",
28/12/2023,9,"   108,37","   108,37","  14360,4","   8833,5","   5693,0","   7843,9","  20053,4","  16677,4","  33124,5",
28/12/2023,10,"   108,45","   108,45","  15184,1","   9773,6","   6391,3","   8425,8","  21575,4","  18199,4","  35264,3",
28/12/2023,11,"    96,96","    96,96","  15314,3","  11164,6","   6704,9","   7478,6","  22019,2","  18643,2","  36234,1",
28/12/2023,12,"    90,00","    90,00","  15272,4","  12406,4","   6770,3","   6121,3","  22042,7","  18527,7","  35987,0",
28/12/2023,13,"    81,48","    81,48","  15461,9","  13220,2","   6859,6","   5586,3","  22321,5","  18806,5","  35951,2",
28/12/2023,14,"    90,10","    90,10","  15175,0","  13410,8","   6754,9","   5004,1","  21929,9","  18414,9","  35813,7",
28/12/2023,15,"    90,78","    90,78","  15027,8","  13253,0","   6686,2","   4946,0","  21714,0","  18199,0","  35575,9",
28/12/2023,16,"    91,75","    91,75","  14408,3","  12603,2","   6709,6","   5092,7","  21117,9","  17695,9","  35050,1",
28/12/2023,17,"   103,01","   103,01","  14521,1","  11670,4","   6790,2","   6218,9","  21311,3","  17889,3","  34889,0",
28/12/2023,18,"   111,61","   111,61","  15011,6","  10778,9","   7057,3","   7868,0","  22068,9","  18646,9","  35526,2",
28/12/2023,19,"   117,98","   117,98","  16289,5","  12169,1","   7448,8","   8471,2","  23738,3","  20640,3","  37416,2",
28/12/2023,20,"   121,50","   121,50","  17130,1","  12981,3","   7755,2","   8806,0","  24885,3","  21787,3","  38715,3",
28/12/2023,21,"   128,46","   128,46","  17745,5","  13035,9","   7795,3","   9406,9","  25540,8","  22442,8","  39392,5",
28/12/2023,22,"   122,02","   122,02","  17080,1","  12729,8","   7632,0","   8884,3","  24712,1","  21614,1","  38550,8",
28/12/2023,23,"   112,12","   112,12","  15082,3","  10715,7","   7230,3","   8498,9","  22312,6","  19214,6","  35452,8",
28/12/2023,24,"   100,15","   100,15","  12409,3","   8565,6","   6766,1","   7511,8","  19175,4","  16077,4","  31616,5",
27/12/2023,1,"    78,00","    78,59","  15481,9","  15119,9","   6258,1","   3198,1","  21740,0","  18318,0","  29335,9",
27/12/2023,2,"    75,00","    76,47","  14879,3","  14517,3","   6037,5","   2977,5","  20916,8","  17494,8","  27901,4",
27/12/2023,3,"    58,59","    58,59","  14759,0","  14362,4","   5632,9","   2607,5","  20391,9","  16969,9","  26975,7",
27/12/2023,4,"    54,10","    54,10","  14753,7","  14372,3","   5705,4","   2664,8","  20459,1","  17037,1","  26863,0",
27/12/2023,5,"    50,18","    53,40","  14970,1","  14425,1","   5654,1","   2684,1","  20624,2","  17109,2","  26977,6",
27/12/2023,6,"    53,40","    53,40","  15167,7","  14405,0","   5510,7","   2758,4","  20678,4","  17163,4","  27175,5",
27/12/2023,7,"    65,10","    65,10","  15898,2","  14918,5","   5284,3","   2981,0","  21182,5","  17899,5","  28341,6",
27/12/2023,8,"    80,20","    80,20","  17117,1","  15128,6","   5166,6","   3872,1","  22283,7","  19000,7","  30247,4",
27/12/2023,9,"    91,75","    91,75","  18772,9","  15655,6","   5552,0","   5386,3","  24324,9","  21041,9","  32909,8",
27/12/2023,10,"    87,00","    87,00","  19242,4","  17199,6","   6317,0","   5076,8","  25559,4","  22276,4","  35100,3",
27/12/2023,11,"    76,00","    76,00","  20423,6","  20178,0","   7286,6","   4249,2","  27710,2","  24427,2","  38071,8",
27/12/2023,12,"    68,00","    68,00","  20291,8","  20538,8","   7213,6","   4196,5","  27505,4","  24735,3","  37844,0",
27/12/2023,13,"    64,39","    64,39","  21033,0","  21046,6","   7234,6","   4377,0","  28267,6","  25423,6","  38521,7",
27/12/2023,14,"    62,98","    62,98","  21677,8","  21141,2","   7116,8","   4293,6","  28794,6","  25434,8","  39031,7",
27/12/2023,15,"    64,39","    64,39","  21383,5","  21304,1","   7000,7","   4225,2","  28384,2","  25529,3","  38625,6",
27/12/2023,16,"    65,64","    65,64","  20749,4","  21098,2","   7153,2","   4104,7","  27902,6","  25202,9","  37956,2",
27/12/2023,17,"    74,00","    74,00","  19990,9","  19803,6","   7224,9","   4274,2","  27215,8","  24077,8","  36959,2",
27/12/2023,18,"    82,00","    82,00","  19655,0","  17374,6","   6840,1","   5513,5","  26495,1","  22888,1","  35747,9",
27/12/2023,19,"   109,18","   109,18","  20900,0","  15930,5","   7237,7","   8877,2","  28137,7","  24807,7","  37510,8",
27/12/2023,20,"   111,49","   111,49","  21555,9","  16674,5","   7607,7","   9159,1","  29163,6","  25833,6","  38650,2",
27/12/2023,21,"   121,53","   121,53","  21982,3","  17095,5","   7711,4","   9268,2","  29693,7","  26363,7","  39233,9",
27/12/2023,22,"   120,38","   120,38","  21494,5","  16720,8","   7601,1","   9044,8","  29095,6","  25765,6","  38445,5",
27/12/2023,23,"   105,00","   105,00","  19352,4","  14903,0","   7234,7","   8354,1","  26587,1","  23257,1","  35285,6",
27/12/2023,24,"    90,78","    90,78","  16665,5","  14182,8","   6635,9","   5788,6","  23301,4","  19971,4","  31334,3",
26/12/2023,1,"    93,24","    93,24","  13211,2","  12280,4","   5473,2","   3444,0","  18684,4","  15724,4","  25470,3",
26/12/2023,2,"    90,78","    90,78","  12170,4","  11719,9","   4929,4","   2419,9","  17099,8","  14139,8","  23283,9",
26/12/2023,3,"    90,78","    90,78","  11632,2","  10895,1","   4512,3","   2289,4","  16144,5","  13184,5","  21940,1",
26/12/2023,4,"    80,00","    80,00","  11384,4","  10538,8","   4271,9","   2157,5","  15656,3","  12696,3","  21272,8",
26/12/2023,5,"    77,82","    77,82","  11393,7","  10395,4","   4172,3","   2072,6","  15566,0","  12468,0","  21163,5",
26/12/2023,6,"    82,00","    82,00","  11639,7","  10421,2","   4123,2","   2243,7","  15762,9","  12664,9","  21548,5",
26/12/2023,7,"    94,00","    94,00","  13057,0","  10851,2","   4230,3","   3291,1","  17287,3","  14142,3","  23567,2",
26/12/2023,8,"    96,40","    96,40","  14896,8","  11803,3","   4610,2","   4558,7","  19507,0","  16362,0","  26801,9",
26/12/2023,9,"    97,70","    97,70","  16705,4","  12920,4","   5185,1","   5825,1","  21890,5","  18745,5","  29502,2",
26/12/2023,10,"    96,96","    96,96","  17450,0","  14332,3","   5829,3","   5802,0","  23279,3","  20134,3","  31671,4",
26/12/2023,11,"    94,10","    94,10","  18485,9","  16889,3","   6166,2","   4617,8","  24652,1","  21507,1","  32794,9",
26/12/2023,12,"    90,78","    90,78","  18031,0","  17705,8","   6215,8","   3489,0","  24246,8","  21194,8","  32709,7",
26/12/2023,13,"    82,00","    82,00","  18235,6","  17948,1","   6072,6","   3308,1","  24308,2","  21256,2","  32470,0",
26/12/2023,14,"    76,47","    76,47","  18256,4","  18046,7","   5994,8","   3152,5","  24251,2","  21199,2","  32596,3",
26/12/2023,15,"    73,37","    73,37","  18216,3","  18048,8","   5894,9","   3010,4","  24111,2","  21059,2","  32528,5",
26/12/2023,16,"    73,02","    73,02","  17643,3","  17786,5","   6038,9","   2889,7","  23682,2","  20676,2","  31979,0",
26/12/2023,17,"    89,00","    89,00","  17013,0","  16594,8","   6154,1","   3566,3","  23167,1","  20161,1","  31641,6",
26/12/2023,18,"    97,12","    97,12","  17580,2","  14866,6","   6655,4","   6363,0","  24235,6","  21229,6","  32512,1",
26/12/2023,19,"   111,93","   111,93","  18411,4","  14800,2","   7136,0","   8019,2","  25547,4","  22819,4","  34682,2",
26/12/2023,20,"   110,89","   110,89","  19446,4","  15998,4","   7455,1","   8175,1","  26901,5","  24173,5","  36202,2",
26/12/2023,21,"   141,20","   141,20","  19603,9","  15988,3","   7550,5","   8438,1","  27154,4","  24426,4","  36557,1",
26/12/2023,22,"   109,21","   109,21","  19448,6","  15898,1","   7421,4","   8243,9","  26870,0","  24142,0","  36131,8",
26/12/2023,23,"    99,46","    99,46","  17431,6","  14646,7","   7032,7","   7089,6","  24464,3","  21736,3","  33120,6",
26/12/2023,24,"    94,78","    94,78","  15366,4","  13588,5","   6463,9","   5513,8","  21830,3","  19102,3","  29787,0",
25/12/2023,1,"    75,00","    75,00","  13042,9","  11815,5","   5588,3","   4179,7","  18631,2","  15995,2","  25762,7",
25/12/2023,2,"    69,03","    69,03","  12046,7","  11642,9","   4901,6","   2669,4","  16948,3","  14312,3","  23796,0",
25/12/2023,3,"    59,90","    59,90","  11481,1","  11385,0","   4595,6","   2055,7","  16076,7","  13440,7","  22386,5",
25/12/2023,4,"    61,16","    61,16","  10879,2","  10883,7","   4306,8","   1666,3","  15186,0","  12550,0","  21112,0",
25/12/2023,5,"    49,30","    49,30","  11202,7","  10953,8","   4443,4","   1640,3","  15646,1","  12594,1","  21349,7",
25/12/2023,6,"    49,30","    49,30","  11207,5","  10836,2","   4309,8","   1629,1","  15517,3","  12465,3","  21145,8",
25/12/2023,7,"    50,00","    50,00","  11123,5","  10819,0","   4309,8","   1839,3","  15433,3","  12658,3","  21118,6",
25/12/2023,8,"    54,90","    54,90","  11642,4","  11200,9","   4347,3","   2013,8","  15989,7","  13214,7","  21788,6",
25/12/2023,9,"    68,96","    68,96","  12289,5","  11329,0","   4302,5","   2488,0","  16592,0","  13817,0","  22237,9",
25/12/2023,10,"    54,90","    54,90","  13062,5","  12935,2","   4883,7","   2236,0","  17946,2","  15171,2","  24357,4",
25/12/2023,11,"    49,60","    49,60","  14343,8","  14836,6","   5546,7","   2278,9","  19890,5","  17115,5","  27391,9",
25/12/2023,12,"    49,30","    49,30","  15490,1","  16227,2","   5931,2","   2466,1","  21421,3","  18693,3","  29263,3",
25/12/2023,13,"    49,30","    49,30","  15766,9","  16810,0","   6178,2","   2407,1","  21945,1","  19217,1","  29970,3",
25/12/2023,14,"    49,30","    49,30","  15920,5","  17049,8","   6309,0","   2451,7","  22229,5","  19501,5","  30354,8",
25/12/2023,15,"    48,60","    48,60","  16205,9","  17180,8","   6117,0","   2414,1","  22322,9","  19594,9","  30464,5",
25/12/2023,16,"    47,79","    47,79","  15580,5","  16821,6","   6155,2","   2232,1","  21735,7","  19053,7","  29656,9",
25/12/2023,17,"    53,50","    53,50","  13497,2","  14626,6","   5856,2","   2044,8","  19353,4","  16671,4","  26579,7",
25/12/2023,18,"    78,39","    78,39","  13828,8","  12772,2","   5723,3","   4097,9","  19552,1","  16870,1","  26571,8",
25/12/2023,19,"    85,02","    85,02","  15705,5","  12935,8","   6135,2","   5759,9","  21840,7","  18695,7","  29012,8",
25/12/2023,20,"    83,61","    83,61","  16135,4","  13564,7","   6482,3","   5908,0","  22617,7","  19472,7","  30556,3",
25/12/2023,21,"    83,46","    83,46","  16494,0","  13985,4","   6560,8","   5924,4","  23054,8","  19909,8","  31173,1",
25/12/2023,22,"    83,46","    83,46","  16252,8","  13650,7","   6467,7","   5924,8","  22720,5","  19575,5","  30906,5",
25/12/2023,23,"    83,46","    83,46","  15007,9","  12290,7","   6222,9","   5795,1","  21230,8","  18085,8","  29131,4",
25/12/2023,24,"    76,94","    76,94","  13468,2","  11630,3","   5834,7","   4527,6","  19302,9","  16157,9","  26709,5",
24/12/2023,1,"    72,55","    72,55","  11295,3","   9413,0","   5741,4","   4525,7","  17036,7","  13938,7","  27299,0",
24/12/2023,2,"    69,50","    69,50","  10125,7","   8710,7","   5266,4","   3583,4","  15392,1","  12294,1","  25097,1",
24/12/2023,3,"    66,34","    66,34","   9373,3","   8513,4","   4835,6","   2597,5","  14208,9","  11110,9","  23414,4",
24/12/2023,4,"    60,00","    60,00","   9071,6","   8237,6","   4523,9","   2259,9","  13595,5","  10497,5","  22525,4",
24/12/2023,5,"    61,16","    61,16","   8867,4","   7999,6","   4348,8","   2210,6","  13216,2","  10210,2","  21978,2",
24/12/2023,6,"    60,00","    60,00","   8867,9","   7988,2","   4239,4","   2113,1","  13107,3","  10101,3","  21959,3",
24/12/2023,7,"    57,00","    57,00","   9074,4","   8109,2","   4245,7","   2204,9","  13320,1","  10314,1","  22463,2",
24/12/2023,8,"    66,34","    66,34","   9467,9","   8169,1","   4280,5","   2481,3","  13748,4","  10650,4","  23345,3",
24/12/2023,9,"    70,00","    70,00","  10009,6","   7474,4","   4405,7","   3842,9","  14415,3","  11317,3","  24558,4",
24/12/2023,10,"    70,50","    70,50","  11520,3","   9084,9","   4730,5","   4067,9","  16250,8","  13152,8","  26611,1",
24/12/2023,11,"    59,52","    59,52","  12416,3","  11929,7","   5155,8","   2544,4","  17572,1","  14474,1","  28664,9",
24/12/2023,12,"    47,86","    47,86","  13472,6","  13327,4","   5730,7","   2730,9","  19203,3","  16058,3","  30686,2",
24/12/2023,13,"    47,60","    47,60","  13580,3","  13781,3","   6155,9","   2809,9","  19736,2","  16591,2","  31280,5",
24/12/2023,14,"    48,99","    48,99","  13770,9","  13787,2","   5977,7","   2816,4","  19748,6","  16603,6","  31495,6",
24/12/2023,15,"    47,60","    47,60","  13701,2","  13745,7","   5945,0","   2755,5","  19646,2","  16501,2","  31437,5",
24/12/2023,16,"    46,99","    46,99","  13159,1","  13649,6","   5986,0","   2582,5","  19145,1","  16232,1","  30584,8",
24/12/2023,17,"    68,45","    68,45","  11883,7","  11503,1","   5513,0","   2980,6","  17396,7","  14483,7","  28656,2",
24/12/2023,18,"    77,57","    77,57","  11700,5","  10439,3","   5757,5","   4105,7","  17458,0","  14545,0","  29392,8",
24/12/2023,19,"   101,55","   101,55","  13278,3","   9879,1","   6379,5","   6865,7","  19657,8","  16744,8","  32358,5",
24/12/2023,20,"   109,30","   109,30","  14026,9","  10258,5","   6890,9","   7376,3","  20917,8","  17634,8","  34011,4",
24/12/2023,21,"   109,30","   109,30","  13874,1","  10159,2","   6964,3","   7396,2","  20838,4","  17555,4","  33751,1",
24/12/2023,22,"    92,85","    92,85","  12858,0","   9654,8","   6559,6","   6479,8","  19417,6","  16134,6","  31919,0",
24/12/2023,23,"    76,93","    76,93","  11088,1","   8622,5","   6146,5","   5329,1","  17234,6","  13951,6","  28870,7",
24/12/2023,24,"    72,23","    72,23","  10124,2","   8095,7","   5828,7","   4574,2","  15952,9","  12669,9","  26842,2",
23/12/2023,1,"    44,80","    44,80","  12942,1","  12246,5","   6203,9","   3939,5","  19146,0","  16186,0","  31095,0",
23/12/2023,2,"    40,50","    40,50","  12691,5","  12306,0","   6032,7","   3458,2","  18724,2","  15764,2","  30180,5",
23/12/2023,3,"    39,70","    39,70","  14156,6","  13822,0","   5815,5","   3190,1","  19972,1","  17012,1","  29267,7",
23/12/2023,4,"    38,50","    38,50","  14225,3","  13698,7","   5522,7","   3089,3","  19748,0","  16788,0","  28646,8",
23/12/2023,5,"    38,50","    38,50","  14126,2","  13608,1","   5397,5","   3002,6","  19523,7","  16610,7","  28236,8",
23/12/2023,6,"    38,10","    38,10","  14095,7","  13550,0","   5327,1","   2959,8","  19422,8","  16509,8","  28092,9",
23/12/2023,7,"    39,00","    39,00","  13881,7","  13329,0","   5317,0","   2956,7","  19198,7","  16285,7","  28101,0",
23/12/2023,8,"    40,25","    40,25","  13955,7","  13064,4","   5217,2","   3102,5","  19172,9","  16166,9","  28705,0",
23/12/2023,9,"    42,85","    42,85","  14413,6","  13058,8","   5064,3","   3413,1","  19477,9","  16471,9","  29534,1",
23/12/2023,10,"    42,08","    42,08","  16033,1","  15727,8","   5476,4","   3661,7","  21509,5","  19389,5","  32310,6",
23/12/2023,11,"    40,15","    40,15","  17077,8","  19528,9","   6267,4","   3917,8","  23345,2","  23446,7","  34713,5",
23/12/2023,12,"    36,10","    36,10","  19025,6","  21433,0","   6493,8","   3855,7","  25519,4","  25288,7","  36208,1",
23/12/2023,13,"    34,99","    34,99","  19175,6","  21414,1","   6740,9","   3775,7","  25916,5","  25189,8","  36527,1",
23/12/2023,14,"    27,26","    27,26","  19410,1","  20950,3","   6968,4","   3456,3","  26378,5","  24406,6","  37083,9",
23/12/2023,15,"    30,00","    30,00","  19091,5","  20639,0","   6829,8","   3441,3","  25921,3","  24080,3","  36565,7",
23/12/2023,16,"    23,17","    23,17","  18611,0","  19896,6","   6777,1","   3118,7","  25388,1","  23015,3","  35812,8",
23/12/2023,17,"    38,00","    38,00","  16442,9","  16684,7","   6142,9","   2941,1","  22585,8","  19625,8","  33381,1",
23/12/2023,18,"    62,00","    62,00","  13088,7","  12531,9","   5863,4","   3460,2","  18952,1","  15992,1","  30695,8",
23/12/2023,19,"    70,68","    70,68","  13480,8","  11751,7","   6505,3","   5274,4","  19986,1","  17026,1","  33123,9",
23/12/2023,20,"    73,06","    73,06","  14376,9","  12673,7","   7070,7","   5813,9","  21447,6","  18487,6","  34913,7",
23/12/2023,21,"    73,10","    73,10","  14658,1","  12852,1","   7099,7","   5945,7","  21757,8","  18797,8","  35261,6",
23/12/2023,22,"    74,61","    74,61","  14432,3","  12467,3","   6962,8","   5967,8","  21395,1","  18435,1","  34865,2",
23/12/2023,23,"    69,52","    69,52","  13082,8","  11463,0","   6633,2","   5293,0","  19716,0","  16756,0","  32574,6",
23/12/2023,24,"    62,00","    62,00","  11798,2","  11061,2","   6233,2","   4010,2","  18031,4","  15071,4","  30145,5",
22/12/2023,1,"    44,80","    44,80","  13942,1","  14445,0","   7028,4","   3704,5","  20970,5","  18149,5","  33316,5",
22/12/2023,2,"    43,10","    43,10","  14926,6","  14873,1","   6232,6","   3465,1","  21159,2","  18338,2","  32558,8",
22/12/2023,3,"    41,00","    41,00","  15303,4","  15256,9","   6191,3","   3416,8","  21494,7","  18673,7","  32226,4",
22/12/2023,4,"    36,50","    36,50","  15392,1","  15385,1","   6182,1","   3368,1","  21574,2","  18753,2","  31945,3",
22/12/2023,5,"    27,79","    27,79","  15407,0","  15411,2","   6072,4","   3062,2","  21479,4","  18473,4","  31770,4",
22/12/2023,6,"    38,00","    38,00","  15495,0","  15070,0","   5954,8","   3373,8","  21449,8","  18443,8","  32066,2",
22/12/2023,7,"    44,10","    44,10","  14795,5","  13726,0","   5589,4","   3560,9","  20384,9","  17286,9","  32402,0",
22/12/2023,8,"    61,10","    61,10","  16032,1","  13584,1","   5471,5","   4821,5","  21503,6","  18405,6","  34937,6",
22/12/2023,9,"    71,34","    71,34","  18520,1","  14359,2","   6084,3","   7147,2","  24604,4","  21506,4","  37877,7",
22/12/2023,10,"    61,20","    61,20","  18624,6","  16480,7","   6913,1","   5959,0","  25537,7","  22439,7","  39373,8",
